"synsetid","wordid","sentenceid"
"201794668","127682","14"
"201794969","5739","160"
"201795333","51955","14"
"201795333","51955","160"
"201795888","42606","15"
"201795888","42606","159"
"201796033","107875","160"
"201796582","109785","137"
"201797051","87074","15"
"201797204","87074","14"
"201797347","60086","14"
"201797347","122786","14"
"201797347","122786","160"
"201797582","2777","126"
"201797582","60086","126"
"201797730","2489","126"
"201798100","37747","126"
"201798782","135893","15"
"201798936","37034","126"
"201798936","37034","159"
"201798936","76969","159"
"201799629","61623","159"
"201799794","22935","159"
"201799794","65869","15"
"201799794","65898","15"
"201799794","86702","159"
"201800195","32004","126"
"201800195","35037","126"
"201802689","133983","126"
"201802689","134054","126"
"201803003","51757","159"
"201803380","10800","15"
"201803380","12905","15"
"201803380","18130","123"
"201803380","98918","123"
"201803380","130737","15"
"201805247","86507","160"
"201805523","85509","138"
"201806505","12568","159"
"201806505","12830","159"
"201806505","20705","159"
"201806505","20715","159"
"201806505","23416","15"
"201806505","23416","159"
"201806505","42128","159"
"201806505","42170","159"
"201806505","47179","159"
"201807314","6120","159"
"201807314","6126","159"
"201808374","24935","159"
"201808374","37307","159"
"201808374","88888","159"
"201808374","111142","159"
"201808374","119530","159"
"201808626","106687","159"
"201808626","136308","159"
"201808769","110286","159"
"201808769","110517","159"
"201809064","11057","126"
"201809064","11057","127"
"201809064","11057","159"
"201809064","15247","126"
"201809064","15247","127"
"201809064","49544","126"
"201809064","49544","127"
"201809064","49544","159"
"201809064","119000","126"
"201809064","119000","127"
"201809064","129793","126"
"201809064","129793","127"
"201809064","129793","159"
"201810447","6917","126"
"201810447","6917","159"
"201810447","6922","126"
"201810447","6922","159"
"201810447","92433","126"
"201810447","92433","159"
"201810447","94901","126"
"201810447","94901","159"
"201810447","115395","126"
"201810447","115395","159"
"201810447","119000","159"
"201810933","35694","14"
"201810933","35694","160"
"201811736","41223","127"
"201811736","41223","159"
"201811736","70262","127"
"201811736","70262","159"
"201811736","77444","127"
"201811736","77444","159"
"201811736","139591","127"
"201811736","139591","159"
"201812324","44499","127"
"201812324","44718","127"
"201812324","44718","159"
"201812324","132593","126"
"201812324","132593","159"
"201812720","69618","159"
"201812950","57964","127"
"201813053","113804","126"
"201813053","113804","159"
"201813499","72657","127"
"201813668","45218","14"
"201813668","72837","14"
"201813668","72837","160"
"201813668","142580","14"
"201814266","143574","126"
"201814266","143575","126"
"201814396","34787","126"
"201814396","35074","126"
"201814396","35427","126"
"201814396","37450","126"
"201814396","37450","159"
"201814396","37529","126"
"201814396","57465","159"
"201814815","27600","127"
"201814815","29113","127"
"201814815","29113","159"
"201814815","122315","127"
"201814815","122688","127"
"201814815","122688","159"
"201815185","3870","127"
"201815185","40241","127"
"201815185","110004","127"
"201815185","125894","127"
"201815628","34853","127"
"201815628","101479","127"
"201815628","101479","159"
"201816219","133367","127"
"201816431","59511","159"
"201816431","115059","159"
"201816645","37619","159"
"201816844","29315","127"
"201816983","37171","159"
"201817130","37548","126"
"201817130","37548","159"
"201817314","34853","127"
"201817314","42170","127"
"201817314","42609","127"
"201817314","42609","159"
"201817314","42705","127"
"201817314","42706","127"
"201817314","42706","159"
"201817314","108529","127"
"201817314","134776","127"
"201817314","134776","159"
"201817755","37264","159"
"201817755","37364","159"
"201817938","23589","127"
"201817938","41847","127"
"201817938","62656","159"
"201818235","42205","127"
"201818972","24072","126"
"201819147","37196","126"
"201819387","37330","126"
"201819387","37330","159"
"201819387","106687","159"
"201819554","70245","15"
"201820077","103324","126"
"201820302","110051","139"
"201820302","115212","139"
"201820302","115218","139"
"201820901","44518","126"
"201821634","52484","126"
"201821634","52484","127"
"201821634","52484","159"
"201821634","125235","126"
"201821634","125235","127"
"201821884","16221","159"
"201821884","133305","159"
"201821996","28626","15"
"201821996","47600","15"
"201821996","100933","15"
"201821996","129183","15"
"201822248","27729","14"
"201822248","129182","14"
"201822936","21024","14"
"201823528","3709","159"
"201823528","37014","159"
"201823528","43735","159"
"201824339","145315","123"
"201824736","21024","137"
"201824736","77592","123"
"201824736","145315","123"
"201824736","145315","137"
"201825237","35656","137"
"201825237","142733","123"
"201826184","47601","138"
"201826498","103879","123"
"201826723","35656","137"
"201826723","65132","137"
"201827064","12829","92"
"201827232","30941","69"
"201827425","39288","160"
"201827425","114225","160"
"201827619","42838","15"
"201827745","39289","15"
"201827745","121261","15"
"201828405","61821","137"
"201828405","78882","137"
"201828405","146531","137"
"201828736","42544","123"
"201828736","79377","123"
"201830192","42715","127"
"201830192","42715","159"
"201830445","37045","15"
"201830600","37302","159"
"201830798","41379","127"
"201830965","124191","159"
"201831143","92024","160"
"201831308","106745","160"
"201835496","58418","1"
"201835496","87138","10"
"201835496","134878","29"
"201835496","134878","30"
"201842508","107859","27"
"201842508","107859","28"
"201842690","129777","72"
"201844859","31978","10"
"201845720","134878","97"
"201846658","113966","27"
"201846658","113966","28"
"201847845","49801","32"
"201848465","57929","131"
"201848465","87148","131"
"201848465","146770","131"
"201849221","27533","28"
"201849221","27574","1"
"201850135","39242","131"
"201850315","87138","11"
"201853310","106315","44"
"201855606","87138","14"
"201858686","110776","131"
"201858796","31172","131"
"201858796","31177","131"
"201859050","72834","131"
"201859050","72863","131"
"201859586","61545","73"
"201859586","64545","73"
"201860795","61545","73"
"201860795","61545","131"
"201860795","126214","73"
"201860795","126214","131"
"201863817","16850","131"
"201866192","112469","99"
"201868370","146102","151"
"201868370","146102","152"
"201870867","120749","131"
"201871979","106626","50"
"201874568","49497","6"
"201875295","118411","151"
"201875295","118411","152"
"201875295","128761","151"
"201875295","128761","152"
"201877355","128987","7"
"201878719","107493","151"
"201878719","107493","152"
"201879251","106287","151"
"201879251","106287","152"
"201879251","106293","151"
"201879251","106293","152"
"201879251","132617","151"
"201879251","132617","152"
"201881180","108076","29"
"201881180","108076","30"
"201881180","112098","29"
"201881180","112098","30"
"201881180","113054","29"
"201881180","113054","30"
"201881180","142712","29"
"201881180","142712","30"
"201885430","15743","104"
"201885430","24933","104"
"201885430","85879","104"
"201885430","112453","104"
"201885845","31258","152"
"201885845","31384","151"
"201885845","31384","152"
"201886488","121157","6"
"201887020","112469","131"
"201887576","58113","10"
"201887901","58113","11"
"201888511","135057","151"
"201888511","135057","152"
"201892608","16475","5"
"201892608","16475","99"
"201892608","72632","5"
"201893079","49471","9"
"201893079","134070","9"
"201893988","2791","151"
"201893988","118810","151"
"201893988","125983","151"
"201893988","125983","152"
"201894320","125983","116"
"201894649","33457","151"
"201894649","33457","152"
"201895263","12562","114"
"201895263","16189","14"
"201895383","18322","97"
"201895519","136561","14"
"201895612","142699","14"
"201895612","142700","14"
"201895757","130223","14"
"201895757","130234","14"
"201896007","130144","14"
"201896119","118387","14"
"201896213","50844","14"
"201896295","29404","14"
"201896295","29437","14"
"201896295","29473","14"
"201896295","30794","14"
"201896484","17075","14"
"201896484","17080","14"
"201896484","17103","14"
"201896657","19284","14"
"201896767","28807","14"
"201896881","114450","14"
"201897779","111410","14"
"201897885","86730","14"
"201897885","120942","14"
"201897885","120943","14"
"201897885","132476","14"
"201898032","72103","14"
"201898181","72165","14"
"201898769","49993","14"
"201898893","124551","14"
"201899158","107400","14"
"201899891","49788","151"
"201899891","49788","152"
"201900408","126937","14"
"201900918","78848","1"
"201901021","130223","1"
"201901133","18312","14"
"201901133","45779","14"
"201901660","135673","22"
"201904293","49497","131"
"201904293","128959","131"
"201904930","142573","1"
"201904930","142573","14"
"201906322","65055","1"
"201906823","142573","22"
"201907076","142573","22"
"201907258","136290","11"
"201909397","95292","131"
"201909397","133271","131"
"201909978","136313","131"
"201910873","118982","1"
"201910873","134541","1"
"201910965","98305","14"
"201910965","142574","14"
"201910965","142575","14"
"201911698","4537","14"
"201911888","31384","1"
"201911888","106673","1"
"201911888","121759","1"
"201912159","31734","32"
"201916214","142448","31"
"201916471","106126","14"
"201916634","103639","1"
"201916634","114990","1"
"201916634","126862","1"
"201916634","128657","1"
"201916960","121096","14"
"201916960","122609","14"
"201917123","121202","1"
"201917244","64434","26"
"201917244","77760","26"
"201917549","116307","1"
"201917549","119416","1"
"201917845","38927","1"
"201917980","115139","1"
"201917980","126790","28"
"201918183","4506","1"
"201918183","86729","1"
"201918304","105548","166"
"201918304","105548","167"
"201918521","120873","15"
"201918803","26937","1"
"201918803","38100","1"
"201918803","95674","1"
"201918803","133531","1"
"201918803","134121","1"
"201918803","142446","1"
"201919226","105039","28"
"201919391","81790","1"
"201919898","135625","1"
"201920698","134558","1"
"201920932","64099","14"
"201920932","64099","26"
"201921204","95666","26"
"201921204","121265","26"
"201921204","135748","26"
"201921591","124648","28"
"201921964","25986","25"
"201921964","25986","26"
"201924023","133268","1"
"201924023","133296","1"
"201924148","124977","1"
"201924405","49617","26"
"201924505","96456","1"
"201924505","135625","1"
"201924712","96456","20"
"201925170","124904","1"
"201925338","125000","1"
"201925338","126138","1"
"201925338","126941","1"
"201925548","79760","1"
"201925548","103393","1"
"201926031","10678","14"
"201926031","10678","26"
"201926031","95623","14"
"201926311","113377","20"
"201927330","126521","14"
"201927608","94918","15"
"201928390","72232","14"
"201928579","124441","14"
"201929254","95559","26"
"201929467","134563","1"
"201929467","134941","1"
"201929824","121302","1"
"201929927","85078","1"
"201930033","26154","151"
"201930033","26154","152"
"201930033","26379","151"
"201930033","26379","152"
"201930117","39232","26"
"201930117","86868","26"
"201930874","39232","11"
"201931566","31978","29"
"201931768","125531","72"
"201933900","19965","85"
"201933900","23163","85"
"201935233","62456","26"
"201935476","13701","29"
"201935476","13701","30"
"201935476","13854","29"
"201935476","13854","30"
"201936753","120670","27"
"201936753","120670","28"
"201938426","120722","25"
"201938426","120722","26"
"201940403","49801","164"
"201940403","49801","165"
"201943448","65649","164"
"201943448","65649","165"
"201946996","113058","27"
"201946996","113058","28"
"201947543","20181","27"
"201947543","20181","28"
"201948872","130568","131"
"201949007","130568","28"
"201950798","117512","87"
"201950798","117512","88"
"201950798","118882","87"
"201950798","118882","88"
"201953810","134776","87"
"201955127","37504","111"
"201955508","50630","87"
"201955508","50630","88"
"201956512","7192","131"
"201959482","20224","22"
"201959669","20224","20"
"201959776","142573","20"
"201960296","52451","22"
"201960643","52451","20"
"201960779","135673","20"
"201960911","128959","31"
"201960911","128959","32"
"201962865","37841","166"
"201962865","37841","167"
"201963655","103509","136"
"201963942","72834","20"
"201963942","76230","20"
"201965156","72834","22"
"201965156","76230","22"
"201967373","37841","133"
"201967373","37841","136"
"201967373","101775","133"
"201967373","101775","136"
"201967373","101777","133"
"201967634","91264","136"
"201967792","39584","136"
"201967923","31213","136"
"201969216","8492","136"
"201969216","58467","136"
"201969779","87151","14"
"201969779","111949","14"
"201970348","27574","134"
"201970348","111949","134"
"201970646","58436","134"
"201970646","58466","134"
"201970646","118067","134"
"201970826","27546","136"
"201970826","35551","136"
"201970826","45631","136"
"201970826","58436","136"
"201972570","31204","132"
"201972849","49561","162"
"201972849","49561","163"
"201973125","79520","21"
"201974062","17403","43"
"201974062","41595","43"
"201974062","57503","43"
"201974062","77439","43"
"201974062","108001","43"
"201975587","76311","35"
"201975587","105490","35"
"201975587","108001","35"
"201976702","73409","131"
"201976841","39297","132"
"201977545","39717","50"
"201977701","39297","6"
"201978199","101757","133"
"201978199","101760","133"
"201978340","49726","132"
"201978340","49727","132"
"201978436","100848","136"
"201978947","12340","72"
"201979901","75236","136"
"201979901","118079","136"
"201982395","129777","22"
"201983264","7762","14"
"201983264","57503","14"
"201983264","111949","14"
"201983264","125039","14"
"201985524","113913","162"
"201985524","113913","163"
"201986869","120248","72"
"201989053","27142","135"
"201989720","121302","162"
"201989720","121302","163"
"201989720","121379","162"
"201989720","121379","163"
"201989873","120248","97"
"201991744","147094","26"
"201992503","2182","104"
"201995549","29372","26"
"201995549","104749","26"
"201996188","112102","26"
"201996402","77760","26"
"201996735","81790","1"
"201996735","104758","1"
"201998125","129732","131"
"201998432","50013","11"
"201998432","50013","15"
"201999798","60564","22"
"201999798","76102","22"
"202000868","50013","11"
"202000868","106605","11"
"202001252","124977","166"
"202001461","118370","15"
"202001858","23449","11"
"202001858","23450","11"
"202001858","38124","15"
"202001858","58422","15"
"202001858","129712","15"
"202001858","134362","166"
"202001858","134498","11"
"202004874","111005","1"
"202005948","8033","109"
"202005948","27533","131"
"202009433","58428","14"
"202009433","76301","109"
"202014165","35280","131"
"202014165","118080","1"
"202014165","118086","1"
"202014165","118089","1"
"202014165","125216","131"
"202014165","125217","1"
"202014165","129833","1"
"202014165","129833","131"
"202014553","77441","136"
"202014553","129833","136"
"202015598","44747","72"
"202015598","76301","72"
"202020027","107904","168"
"202020590","8034","105"
"202020590","9539","105"
"202020590","64342","105"
"202020590","80925","105"
"202020590","108637","25"
"202023396","31734","23"
"202023396","31734","24"
"202023396","70179","23"
"202023396","70179","24"
"202023600","28868","151"
"202024168","82368","151"
"202024508","29544","151"
"202025009","26379","151"
"202025009","26403","151"
"202025009","29164","151"
"202025009","49522","151"
"202027226","65737","151"
"202027226","65738","151"
"202028366","128745","151"
"202028616","63467","151"
"202035919","13118","13"
"202035919","49404","13"
"202039679","36815","134"
"202041877","31988","135"
"202046755","123832","8"
"202046755","123832","99"
"202048051","123832","9"
"202048051","136557","6"
"202048051","144103","6"
"202048682","60122","97"
"202048891","136557","7"
"202048891","144103","7"
"202049696","95278","131"
"202049696","97069","131"
"202051031","145783","26"
"202051694","58455","131"
"202051694","97069","131"
"202051694","97074","131"
"202051694","128495","131"
"202051694","134885","131"
"202053829","49807","131"
"202053829","144120","141"
"202053829","147141","131"
"202053941","7108","14"
"202053941","27556","14"
"202053941","39023","14"
"202055649","123554","131"
"202055649","134892","131"
"202055975","123554","131"
"202057878","32695","131"
"202058191","18719","151"
"202058191","18719","152"
"202058994","65494","26"
"202058994","107585","26"
"202058994","113498","26"
"202058994","123554","26"
"202059462","107585","11"
"202059462","113498","11"
"202064131","132642","151"
"202064131","132642","152"
"202066939","49630","45"
"202066939","113377","45"
"202069248","103406","45"
"202069551","103406","44"
"202069888","123819","45"
"202070874","39151","45"
"202070874","48423","45"
"202070874","135292","45"
"202071316","21492","104"
"202071457","38959","104"
"202071457","113395","104"
"202077656","17383","33"
"202077656","17383","34"
"202077656","129777","33"
"202077656","129777","34"
"202078294","111005","87"
"202084380","81790","140"
"202084587","81790","20"
"202084767","51598","140"
"202087745","128987","6"
"202088241","23120","97"
"202088241","134633","97"
"202088792","132729","153"
"202088792","132729","154"
"202089420","136290","9"
"202089420","136313","9"
"202090990","121157","7"
"202092309","113377","22"
"202094569","119279","50"
"202094569","124640","50"
"202094569","126916","50"
"202094569","132689","50"
"202095211","65119","151"
"202095211","65119","152"
"202107248","100019","94"
"202107248","108898","94"
"202115273","13248","126"
"202115273","13248","159"
"202115273","91581","126"
"202115273","91581","159"
"202115430","12611","126"
"202115430","12611","159"
"202115430","33917","126"
"202115430","33917","159"
"202120140","132890","143"
"202121511","1255","14"
"202121511","66074","14"
"202121511","127682","14"
"202122164","1255","144"
"202122164","66074","144"
"202122164","121475","144"
"202123672","121501","118"
"202124748","121501","168"
"202127613","47599","166"
"202129289","116926","139"
"202130160","12863","70"
"202130160","12863","98"
"202130524","79040","26"
"202131279","44508","168"
"202131777","129790","26"
"202132099","79046","26"
"202132099","79047","26"
"202132745","53077","26"
"202132745","125183","26"
"202132989","94838","15"
"202132989","125184","15"
"202133185","109717","15"
"202133435","6952","137"
"202133435","79040","109"
"202133435","116981","137"
"202134927","122855","109"
"202136138","27535","109"
"202139544","119295","134"
"202139544","119305","134"
"202139883","116170","139"
"202142626","85760","117"
"202144835","28450","98"
"202144835","63838","97"
"202144835","63838","98"
"202145814","63838","97"
"202145814","63838","98"
"202148788","119295","95"
"202148788","119295","96"
"202150328","128538","168"
"202150948","21851","139"
"202150948","116926","139"
"202150948","129820","139"
"202150948","141527","139"
"202150948","142978","139"
"202151816","104287","139"
"202151966","142978","166"
"202151966","142978","167"
"202152504","115390","168"
"202153023","111672","168"
"202153387","116295","168"
"202153709","116556","166"
"202153709","116556","167"
"202156546","37031","134"
"202156546","58428","134"
"202156546","140388","134"
"202158587","37305","98"
"202158896","19819","97"
"202158896","19819","98"
"202159890","15032","149"
"202159890","15032","150"
"202159890","49213","149"
"202159890","49213","150"
"202159890","136550","149"
"202159890","136550","150"
"202160779","58071","149"
"202160779","58071","150"
"202160779","58122","149"
"202160779","58122","150"
"202162947","58127","149"
"202162947","58127","150"
"202162947","58138","149"
"202162947","58138","150"
"202162947","58143","149"
"202162947","58143","150"
"202164067","92516","15"
"202164694","2035","15"
"202165304","57996","26"
"202165543","69606","168"
"202166861","58149","160"
"202167052","45230","15"
"202167052","45261","15"
"202167571","116090","166"
"202167571","116090","167"
"202167875","57920","15"
"202167875","57923","15"
"202168070","124662","26"
"202168965","97855","16"
"202169352","92017","168"
"202169702","62599","145"
"202171664","31279","142"
"202171664","116155","153"
"202171664","116155","154"
"202171664","116164","153"
"202171664","116164","154"
"202171664","120868","153"
"202171664","120868","154"
"202171664","124625","153"
"202171664","124625","154"
"202172127","25431","153"
"202172127","25431","154"
"202172127","25735","153"
"202172127","25735","154"
"202172683","71657","8"
"202172683","72143","8"
"202173336","116158","155"
"202173336","116158","156"
"202173663","10651","10"
"202174115","25492","153"
"202174115","25492","154"
"202174115","25495","153"
"202174115","25495","154"
"202175057","108466","153"
"202175057","108466","154"
"202175958","110692","158"
"202176268","122855","158"
"202179372","24865","153"
"202179372","24865","154"
"202182479","14839","153"
"202182479","14839","154"
"202182662","113572","155"
"202182662","113572","156"
"202183175","12738","153"
"202183175","12738","154"
"202183175","14826","153"
"202183175","14826","154"
"202183175","133840","153"
"202183175","133840","154"
"202183442","133870","153"
"202183442","133870","154"
"202183626","144149","157"
"202183626","144149","158"
"202183787","40500","158"
"202183787","110703","158"
"202183787","111054","158"
"202183787","111832","158"
"202184965","26386","153"
"202184965","26386","154"
"202187041","132686","153"
"202187041","132686","154"
"202187320","60416","153"
"202187320","60416","154"
"202187320","113342","153"
"202187320","113342","154"
"202187510","16130","153"
"202187510","16130","154"
"202188587","106592","153"
"202188587","106592","154"
"202188587","144102","153"
"202188587","144102","154"
"202188587","144114","153"
"202188587","144114","154"
"202188848","18130","140"
"202189168","95152","112"
"202190943","52290","140"
"202190943","88014","140"
"202193974","115212","116"
"202193974","115218","116"
"202194138","115212","116"
"202194138","115218","116"
"202194286","130437","118"
"202197360","27533","14"
"202198014","112469","153"
"202198014","112469","154"
"202198602","50013","140"
"202198602","128538","140"
"202202384","73420","69"
"202203362","62318","69"
"202203362","62327","69"
"202206619","129777","25"
"202207206","18879","4"
"202207206","106444","4"
"202208118","129777","70"
"202208903","76256","89"
"202208903","76256","90"
"202208903","110226","89"
"202208903","110226","90"
"202210119","62318","2"
"202210119","62318","35"
"202210119","62318","69"
"202210119","108898","2"
"202210119","108898","35"
"202210119","108898","69"
"202210855","1449","4"
"202210855","57446","4"
"202212825","35253","92"
"202212825","109701","92"
"202213690","145384","69"
"202215001","34465","69"
"202215001","109078","69"
"202215001","145384","69"
"202215506","51991","123"
"202216384","11351","139"
"202217266","48469","139"
"202217695","10596","139"
"202219940","97382","139"
"202219940","124181","139"
"202225492","104091","139"
"202228698","8843","89"
"202228698","8843","90"
"202229055","13281","91"
"202229055","13281","92"
"202229055","76301","91"
"202229055","76301","92"
"202229055","144777","91"
"202229055","144777","92"
"202230772","57893","87"
"202230772","57893","88"
"202230772","61630","33"
"202230772","61630","34"
"202230772","97069","33"
"202230772","97069","34"
"202230772","97079","87"
"202231328","121203","33"
"202231328","121203","34"
"202231661","29614","87"
"202231661","134734","93"
"202231661","134734","94"
"202234087","4001","91"
"202234087","4001","92"
"202236624","993","15"
"202236624","2047","15"
"202236624","129777","15"
"202236624","129835","15"
"202237338","34353","69"
"202237338","97084","69"
"202237338","109701","69"
"202237338","109905","69"
"202237338","136301","69"
"202239533","29864","139"
"202239533","29864","145"
"202242464","117332","33"
"202242464","117332","34"
"202243630","110593","33"
"202243630","110593","34"
"202248465","48501","38"
"202251743","97495","123"
"202252931","97495","97"
"202253456","97495","137"
"202253956","95348","91"
"202253956","95348","92"
"202254767","16475","2"
"202254923","16475","3"
"202256109","7085","139"
"202256109","104670","139"
"202256109","134956","139"
"202257370","44552","71"
"202259005","134395","90"
"202259241","11735","14"
"202259241","11735","129"
"202259387","11546","15"
"202259387","12497","15"
"202259547","22923","13"
"202259547","22923","129"
"202259547","61230","14"
"202259547","61230","129"
"202259547","63884","14"
"202259547","63884","129"
"202259829","11545","14"
"202259829","11545","129"
"202259829","36324","14"
"202259829","36324","129"
"202261464","17610","14"
"202262278","10270","29"
"202262278","10270","91"
"202262278","59376","91"
"202262278","59376","92"
"202264601","75921","59"
"202264601","119312","60"
"202265979","76021","69"
"202265979","115189","69"
"202265979","115190","60"
"202267060","123606","59"
"202267060","123606","69"
"202267529","123606","69"
"202267989","129777","107"
"202269894","116250","166"
"202269894","116250","167"
"202274299","18887","43"
"202274299","18890","43"
"202276866","19037","71"
"202276866","48334","71"
"202276866","65066","71"
"202276866","77439","71"
"202276866","90423","71"
"202276866","100306","71"
"202276866","100435","69"
"202276866","106498","71"
"202276866","121747","71"
"202276866","121759","69"
"202277138","77439","73"
"202277138","113572","73"
"202277897","100765","139"
"202278061","101040","70"
"202278061","101047","70"
"202278470","31520","71"
"202278592","101888","69"
"202280869","44693","69"
"202281641","86791","117"
"202282365","142801","71"
"202283324","64545","69"
"202283324","64546","69"
"202283324","73425","69"
"202283949","2182","91"
"202283949","2182","92"
"202284096","17258","15"
"202284096","18879","15"
"202284096","30288","15"
"202284951","109696","91"
"202284951","109696","92"
"202284951","110272","91"
"202284951","110272","92"
"202284951","111005","91"
"202284951","111005","92"
"202285205","109861","69"
"202285629","48501","38"
"202285629","109709","38"
"202287041","100019","43"
"202287789","79217","69"
"202288295","52309","69"
"202288295","144988","69"
"202288828","79217","69"
"202289295","17392","69"
"202289295","25825","69"
"202289295","40178","69"
"202289295","52309","69"
"202289295","80925","69"
"202289295","106221","69"
"202289295","129820","69"
"202292432","10826","69"
"202292432","101888","69"
"202292535","41831","69"
"202294436","4029","33"
"202294436","4029","34"
"202295447","32695","15"
"202296153","97079","111"
"202296726","92443","89"
"202296726","92443","90"
"202302817","65734","14"
"202302817","65734","129"
"202304982","1141","38"
"202304982","4444","38"
"202304982","27163","151"
"202304982","64409","38"
"202304982","100297","38"
"202305856","19100","38"
"202305856","64384","38"
"202305856","64409","38"
"202305856","124673","38"
"202305856","125251","38"
"202306281","108001","69"
"202310007","110186","29"
"202310007","110186","91"
"202310855","11297","69"
"202310855","35397","69"
"202312882","110004","148"
"202314275","35442","148"
"202314275","37877","148"
"202314275","126722","148"
"202314658","37563","148"
"202316868","57893","33"
"202316868","57893","34"
"202319050","49372","148"
"202321391","112115","148"
"202321757","125432","69"
"202323059","126016","64"
"202324182","76656","89"
"202324182","76656","90"
"202324182","78523","89"
"202324182","78523","90"
"202326355","17819","161"
"202326355","119090","161"
"202326795","6512","161"
"202326955","129838","35"
"202332311","127536","139"
"202345288","79119","71"
"202345288","101770","71"
"202345856","121644","33"
"202345856","121644","34"
"202346136","67796","139"
"202346409","44958","139"
"202347447","23533","117"
"202349212","42793","123"
"202349212","70372","123"
"202356230","42793","91"
"202356230","42793","92"
"202356230","76301","91"
"202356230","76301","92"
"202360003","14935","148"
"202360171","137280","148"
"202383440","76301","29"
"202384686","70512","123"
"202385813","21638","139"
"202391803","8843","123"
"202391803","34822","123"
"202391803","35452","123"
"202391803","35641","123"
"202396716","80925","114"
"202396716","88438","114"
"202396716","90532","123"
"202400037","47375","15"
"202400037","47375","116"
"202400037","47385","15"
"202400037","47385","116"
"202400760","41259","169"
"202407987","145783","73"
"202412175","110004","15"
"202413480","145783","14"
"202418205","86438","160"
"202421374","51146","140"
"202421374","77229","140"
"202421374","79097","140"
"202421374","109976","140"
"202421374","138575","140"
"202425112","92443","123"
"202425112","92443","137"
"202425112","142266","137"
"202426171","93286","135"
"202426171","93309","135"
"202426395","26166","135"
"202426395","26170","135"
"202426395","49964","135"
"202426395","119435","135"
"202428924","8799","151"
"202428924","50309","151"
"202428924","50429","151"
"202428924","83269","151"
"202440244","76102","123"
"202447370","42728","123"
"202450505","73420","125"
"202450505","104279","125"
"202453692","47375","123"
"202453692","47385","123"
"202454939","97366","166"
"202454939","97366","167"
"202455407","50013","4"
"202455407","73422","4"
"202455407","92017","4"
"202455407","142978","4"
"202455407","142990","4"
"202456493","18595","15"
"202456493","42740","15"
"202456493","69856","15"
"202456493","76035","15"
"202459799","73511","73"
"202459915","124829","73"
"202464583","123278","125"
"202464725","47375","15"
"202469274","124088","7"
"202473143","14724","139"
"202475261","27736","123"
"202475922","7059","123"
"202475922","23278","123"
"202479323","71125","91"
"202479323","71125","92"
"202479990","37758","139"
"202481819","135859","123"
"202482425","18325","15"
"202482425","37504","15"
"202482425","64342","15"
"202482425","87594","140"
"202482425","121037","15"
"202483267","44638","140"
"202483267","106699","140"
"202484049","31961","140"
"202484397","80140","140"
"202484570","119067","140"
"202484957","41391","140"
"202484957","51765","140"
"202485451","61781","140"
"202485451","126712","140"
"202486232","33735","14"
"202486232","33735","15"
"202486232","116926","15"
"202487573","141924","15"
"202488056","97495","69"
"202488488","116926","15"
"202488834","57478","14"
"202488834","82127","14"
"202488834","82127","15"
"202488834","143492","14"
"202490247","110084","14"
"202490634","37947","14"
"202490634","37947","15"
"202490634","124106","14"
"202492198","42695","15"
"202492198","42695","159"
"202492362","5070","15"
"202492362","5070","159"
"202492362","37554","159"
"202492362","37869","159"
"202493666","11193","139"
"202493666","22404","139"
"202494356","52630","140"
"202494356","67598","140"
"202494356","67873","140"
"202494356","68210","140"
"202494356","71470","140"
"202494356","72756","140"
"202494356","74951","140"
"202494356","106680","140"
"202494356","106682","140"
"202494356","110079","140"
"202495038","28744","140"
"202495038","35797","140"
"202496036","19243","73"
"202496036","19244","73"
"202497992","8004","140"
"202501159","111003","140"
"202501278","72704","140"
"202501278","135893","140"
"202504562","26867","123"
"202504562","50239","123"
"202504562","104189","123"
"202505358","39232","123"
"202506361","131478","15"
"202506546","28158","123"
"202506546","91945","123"
"202506546","91953","123"
"202508078","118464","123"
"202508078","118464","159"
"202508803","25720","139"
"202509107","34349","139"
"202516594","835","140"
"202516594","67320","140"
"202516594","67324","140"
"202516594","85577","140"
"202516978","73756","140"
"202521284","68647","140"
"202524171","27565","135"
"202524171","127585","135"
"202530003","45644","135"
"202530003","45661","135"
"202530003","49561","135"
"202530003","50714","135"
"202530167","8794","137"
"202530167","9552","137"
"202530167","43667","137"
"202530167","116974","137"
"202530167","135893","137"
"202533282","23533","111"
"202534492","112562","15"
"202534492","122444","15"
"202534492","145540","15"
"202534761","30854","14"
"202534761","30854","15"
"202535093","23449","15"
"202535093","23450","15"
"202535457","124088","6"
"202537407","13516","15"
"202537407","117332","15"
"202540347","60368","14"
"202540445","27557","14"
"202540670","8858","15"
"202540670","9556","15"
"202540670","117985","15"
"202540670","142531","15"
"202547225","9546","159"
"202547225","37297","159"
"202547225","37342","159"
"202547225","37348","159"
"202547225","118464","159"
"202547586","2955","15"
"202547586","8858","15"
"202547586","63084","123"
"202551832","115189","125"
"202554922","42205","123"
"202556126","10622","15"
"202556126","128314","15"
"202557638","23533","130"
"202558172","31734","15"
"202559752","15075","125"
"202559752","126214","125"
"202567519","108256","140"
"202567519","108529","140"
"202567917","52593","140"
"202572119","18353","148"
"202572119","28430","148"
"202572119","34699","148"
"202572119","36389","148"
"202572119","60967","148"
"202572119","87396","148"
"202572119","90423","148"
"202572119","112636","148"
"202572119","128981","148"
"202572792","13898","148"
"202573275","23523","15"
"202573275","23523","148"
"202574516","23523","14"
"202576503","13516","15"
"202576503","23523","15"
